sigh(s)	1_126_V_fcw_02.mp3	ため息をつく
way	1_126_V_fcw_03.mp3	道
sleep	1_126_V_fcw_04.mp3	眠る
matter	1_126_V_fcw_05.mp3	困ったこと，心配
ask(s)	1_126_V_fcw_06.mp3	（～を）尋ねる，聞く
after school	1_126_V_fcw_07.mp3	放課後
one day	1_126_V_fcw_08.mp3	ある日
on one's way home	1_126_V_fcw_09.mp3	家に帰る途中で
these days	1_126_V_fcw_10.mp3	このごろ
What's the matter?	1_126_V_fcw_11.mp3	どうしたの。
am/are/is in love with ~	1_126_V_fcw_12.mp3	～に恋をしている
Lisa	1_126_V_fcw_13.mp3	リサ〔名〕
Joey	1_126_V_fcw_14.mp3	ジョーイ〔名〕
surprised	1_127_V_fcw_01.mp3	おどろいた
give 	1_127_V_fcw_02.mp3	（～を）与える
guess	1_127_V_fcw_03.mp3	推測する，言い当てる
grin(s)	1_127_V_fcw_04.mp3	にやっと笑う
give up	1_127_V_fcw_05.mp3	あきらめる
again	1_128_V_fcw_01.mp3	再び，もう一度
pretty	1_128_V_fcw_02.mp3	かなり
same	1_128_V_fcw_03.mp3	～と同じ
group	1_128_V_fcw_04.mp3	班，グループ
excited	1_128_V_fcw_05.mp3	興奮した
nothing	1_128_V_fcw_06.mp3	何も～ない
think(s)	1_128_V_fcw_07.mp3	考える，（～と）思う
while	1_128_V_fcw_08.mp3	しばらくの間
friendly	1_128_V_fcw_09.mp3	親しみやすい，気さくな
call	1_128_V_fcw_10.mp3	（～に）電話をする
pretty well	1_128_V_fcw_11.mp3	かなりよく
for a while	1_128_V_fcw_12.mp3	しばらくの間
lab group	1_128_V_fcw_13.mp3	実験班
Jenny	1_128_V_fcw_14.mp3	ジェニー〔名〕
Kate	1_128_V_fcw_15.mp3	ケイト〔名〕
both	1_129_V_fcw_01.mp3	両方とも
open(s)	1_129_V_fcw_02.mp3	（～を）開く
eye(s)	1_129_V_fcw_03.mp3	目
wide	1_129_V_fcw_04.mp3	大きく
blush(es)	1_129_V_fcw_05.mp3	顔を赤らめる
after a while	1_129_V_fcw_06.mp3	しばらくして
open one's eyes wide	1_129_V_fcw_07.mp3	～の目を（大きく）見開く
gave	1_130_V_fcw_01.mp3	giveの過去形
as	1_130_V_fcw_02.mp3	～として
present	1_130_V_fcw_03.mp3	贈りもの
for a long time	1_130_V_fcw_04.mp3	長い間
racket	1_131_V_fcw_01.mp3	ラケット
bought < buy	1_131_V_fcw_02.mp3	（～を）買う
almost	1_131_V_fcw_03.mp3	ほとんど，ほぼ
got	1_131_V_fcw_04.mp3	getの過去形
walk	1_131_V_fcw_05.mp3	散歩させる
light	1_131_V_fcw_06.mp3	軽い
won < win	1_131_V_fcw_07.mp3	勝つ
match	1_131_V_fcw_08.mp3	試合
smart	1_131_V_fcw_09.mp3	利口な，かしこい
understand	1_131_V_fcw_10.mp3	（～を）理解する
