elementary school	3_120_V_fcw_07.mp3	小学校
Okinawa Prefectural Peace Memorial Museum	3_120_V_fcw_08.mp3	沖縄平和祈念資料館
present	3_121_V_fcw_01.mp3	現在
stringed instrument	3_121_V_fcw_02.mp3	弦楽器
Ryukyu Kingdom	3_121_V_fcw_03.mp3	琉球王国
